EmployeeNumber,Attrition,Age,Gender,MaritalStatus,DistanceFromHome,Education,EducationField,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,Department,BusinessTravel,JobRole,JobLevel,OverTime,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,YearsAtCompany,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,
728,No,47,Male,Single,14,Master,Marketing,2,20,2,Sales,Travel_Rarely,Sales Executive,2,No,4960,42,703,11825,12,0,Low,Very High,Better,Best,High,3,7,1,7,7,
729,No,40,Male,Married,5,Master,Life Sciences,5,20,2,Sales,Travel_Frequently,Sales Executive,3,Yes,10475,48,580,23772,21,1,Low,Very High,Better,Better,Medium,4,18,1,13,12,
730,No,53,Male,Married,7,Bachelor,Life Sciences,3,32,3,Research & Development,Travel_Rarely,Research Director,4,No,14814,59,970,13514,19,0,High,High,Better,Better,Very High,3,5,1,1,3,
731,No,41,Male,Divorced,10,Master,Human Resources,3,23,2,Human Resources,Travel_Rarely,Manager,5,No,19141,73,427,8861,15,3,Very High,Medium,Good,Good,Medium,3,21,12,6,6,
732,No,60,Male,Single,16,Master,Marketing,8,10,1,Sales,Travel_Rarely,Sales Executive,2,No,5405,84,1179,11924,14,0,Low,Low,Better,Best,High,3,2,2,2,2,
733,No,27,Male,Divorced,10,College,Life Sciences,1,9,4,Research & Development,Travel_Frequently,Manufacturing Director,3,No,8793,32,294,4809,21,2,Low,Very High,Good,Better,High,4,9,1,7,7,
734,No,41,Male,Married,1,Bachelor,Human Resources,1,22,3,Human Resources,Travel_Rarely,Manager,5,No,19189,59,314,19562,12,1,High,Very High,Better,Good,Medium,3,22,2,7,10,
738,No,50,Male,Married,8,Master,Marketing,7,4,2,Sales,Travel_Rarely,Sales Representative,1,No,3875,54,316,9983,15,1,Medium,Very High,Better,Best,High,3,2,2,2,2,
741,Yes,28,Female,Single,1,College,Life Sciences,7,10,4,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2216,67,654,3872,13,0,Medium,Low,Better,Best,Low,3,7,3,7,7,
742,No,36,Female,Married,8,Bachelor,Life Sciences,9,10,2,Research & Development,Non-Travel,Research Director,3,No,11713,63,427,20335,14,1,Low,Low,Better,Bad,Very High,3,8,0,7,5,
743,No,38,Female,Single,1,Bachelor,Life Sciences,4,10,4,Research & Development,Travel_Rarely,Manufacturing Director,3,Yes,7861,81,168,15397,14,0,High,High,Best,Best,High,3,1,0,0,0,
744,No,44,Male,Single,24,Bachelor,Medical,2,9,5,Research & Development,Non-Travel,Laboratory Technician,1,No,3708,49,381,2104,14,0,High,Low,Better,Better,Low,3,5,1,2,4,
746,No,47,Female,Divorced,3,Bachelor,Medical,9,28,2,Sales,Travel_Frequently,Sales Executive,4,Yes,13770,49,217,10225,12,2,High,Very High,Good,Best,High,3,22,11,2,13,
747,No,30,Male,Divorced,27,Doctor,Marketing,7,10,2,Sales,Travel_Rarely,Sales Executive,2,No,5304,99,501,25275,23,1,Very High,High,Good,Best,High,4,8,7,7,7,
749,No,29,Male,Single,10,Bachelor,Life Sciences,1,1,6,Sales,Travel_Rarely,Sales Representative,1,No,2642,99,1396,2755,11,0,High,High,Better,Better,High,3,1,0,0,0,
752,Yes,42,Male,Divorced,19,Bachelor,Medical,6,7,2,Research & Development,Travel_Frequently,Research Scientist,1,Yes,2759,57,933,20366,12,0,High,High,Better,Best,Very High,3,2,2,2,2,
754,No,43,Male,Married,15,Bachelor,Life Sciences,3,7,5,Sales,Travel_Frequently,Sales Executive,2,No,6804,47,775,23683,18,1,Very High,Very High,Better,Better,Medium,3,2,2,2,2,
757,No,34,Female,Single,8,College,Medical,3,10,2,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6142,96,970,7360,11,0,High,Medium,Better,Best,High,3,5,4,1,3,
758,No,23,Male,Married,9,Below College,Medical,1,5,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,2500,37,650,4344,14,1,Low,Medium,Best,Best,High,3,4,0,3,2,
760,No,39,Female,Married,3,Bachelor,Human Resources,9,12,3,Human Resources,Travel_Rarely,Human Resources,2,No,6389,44,141,18767,15,1,Medium,High,Bad,Better,Very High,3,8,3,3,6,
762,No,56,Male,Married,9,Bachelor,Medical,7,30,1,Research & Development,Travel_Rarely,Healthcare Representative,4,No,11103,81,832,20420,11,0,Very High,High,Good,Better,High,3,10,1,7,1,
763,No,40,Female,Single,2,Below College,Medical,0,5,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2342,86,804,22929,20,0,Very High,Very High,Good,Best,Medium,4,4,2,2,3,
764,No,27,Female,Single,7,Bachelor,Medical,8,9,2,Research & Development,Travel_Rarely,Healthcare Representative,2,No,6811,55,975,23398,19,0,Low,Very High,Bad,Bad,Medium,3,7,0,6,7,
766,No,29,Male,Divorced,10,Bachelor,Marketing,1,2,2,Sales,Travel_Rarely,Sales Representative,1,No,2297,83,1090,17967,14,2,Medium,Very High,Better,Best,High,3,2,2,2,2,
769,No,53,Male,Single,6,Bachelor,Life Sciences,2,19,4,Research & Development,Travel_Rarely,Laboratory Technician,2,No,2450,86,346,10919,17,0,Very High,Very High,Better,Best,High,3,2,2,2,2,
771,No,35,Female,Divorced,2,Master,Life Sciences,2,16,2,Research & Development,Non-Travel,Healthcare Representative,2,No,5093,61,1225,4761,11,1,Low,Very High,Best,Bad,High,3,1,0,0,0,
772,No,32,Male,Married,24,Master,Life Sciences,1,10,2,Research & Development,Travel_Frequently,Laboratory Technician,2,No,5309,80,430,21146,15,2,Very High,Low,Better,Best,High,3,10,4,8,7,
773,No,38,Male,Married,2,Doctor,Medical,6,6,0,Research & Development,Travel_Rarely,Research Scientist,1,Yes,3057,92,268,20471,13,1,High,Very High,Bad,Good,High,3,1,0,0,1,
775,No,34,Female,Divorced,8,Doctor,Life Sciences,3,7,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,5121,32,167,4187,14,1,Low,Medium,Better,Better,High,3,0,0,0,0,
776,No,52,Male,Married,3,Master,Marketing,1,34,3,Sales,Travel_Rarely,Manager,4,No,16856,31,621,10084,11,0,Low,High,Best,Bad,Medium,3,34,1,6,16,
780,Yes,33,Male,Single,1,Master,Other,1,10,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2686,63,527,5207,13,0,Very High,Very High,Good,Better,High,3,10,7,9,8,
781,No,25,Female,Single,26,Below College,Medical,1,6,5,Sales,Travel_Rarely,Sales Executive,2,No,6180,32,883,22807,23,0,Very High,High,Good,Good,High,4,6,1,5,4,
783,No,45,Male,Single,2,College,Technical Degree,0,9,3,Sales,Travel_Rarely,Sales Representative,2,No,6632,46,954,12388,13,0,High,Medium,Better,Bad,Low,3,8,3,7,1,
784,No,23,Male,Single,10,Below College,Medical,1,2,3,Research & Development,Travel_Rarely,Research Scientist,1,No,3505,79,310,19630,18,0,High,Low,Better,Best,Very High,3,2,0,2,2,
785,Yes,47,Female,Single,27,College,Life Sciences,4,8,2,Sales,Travel_Frequently,Sales Executive,2,Yes,6397,77,719,10339,12,0,High,Medium,Better,Best,Very High,3,5,1,4,3,
786,No,34,Male,Single,2,Bachelor,Other,1,6,5,Sales,Travel_Rarely,Sales Executive,2,No,6274,60,304,18686,22,0,Very High,Very High,Better,Better,High,4,6,1,5,4,
787,Yes,55,Male,Married,2,Bachelor,Medical,5,24,2,Research & Development,Travel_Rarely,Manager,5,Yes,19859,78,725,21199,13,1,Low,Very High,Better,Best,High,3,5,1,2,4,
789,No,36,Male,Single,8,Master,Life Sciences,1,10,1,Sales,Non-Travel,Sales Executive,3,No,7587,76,1434,14229,15,0,Low,Low,Better,Good,Medium,3,10,0,7,9,
791,No,52,Male,Married,19,Master,Medical,0,5,3,Research & Development,Non-Travel,Research Scientist,1,No,4258,41,715,26589,18,1,Very High,Very High,Better,Bad,High,3,4,1,3,2,
792,No,26,Female,Divorced,1,College,Life Sciences,3,5,2,Research & Development,Travel_Frequently,Laboratory Technician,1,No,4364,71,575,5288,14,1,Very High,Low,Better,Bad,Low,3,2,2,2,0,
793,No,29,Female,Married,27,Bachelor,Medical,4,11,3,Research & Development,Travel_Rarely,Healthcare Representative,2,No,4335,66,657,25549,12,1,High,Medium,Good,Bad,High,3,8,1,7,1,
796,Yes,26,Male,Single,8,Bachelor,Technical Degree,6,6,2,Sales,Travel_Rarely,Sales Executive,2,No,5326,38,1146,3064,17,0,Low,Very High,Good,Better,Medium,3,4,1,3,2,
797,No,34,Female,Single,1,Master,Life Sciences,2,10,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3280,72,182,13551,16,0,Very High,Medium,Better,Better,Very High,3,4,1,2,3,
799,No,54,Female,Divorced,19,Master,Medical,9,9,4,Research & Development,Travel_Rarely,Manufacturing Director,2,Yes,5485,95,376,22670,11,2,Low,Very High,Better,Good,High,3,5,1,3,4,
800,No,27,Male,Married,8,Below College,Marketing,0,5,3,Sales,Travel_Frequently,Sales Executive,2,No,4342,84,829,24008,19,1,Very High,High,Better,Good,High,3,4,1,2,1,
802,No,37,Female,Divorced,10,Below College,Life Sciences,0,6,3,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2782,82,571,19905,13,2,Low,Very High,Good,Good,High,3,5,4,3,3,
803,No,38,Female,Single,2,Master,Life Sciences,6,17,2,Research & Development,Travel_Frequently,Manufacturing Director,2,Yes,5980,75,240,26085,12,0,Low,Low,Better,Best,Very High,3,15,4,7,12,
804,No,34,Female,Single,2,Master,Medical,1,6,3,Research & Development,Travel_Rarely,Research Scientist,1,No,4381,86,121,7530,11,0,Low,High,Better,Better,Medium,3,6,1,5,3,
805,No,35,Female,Married,8,Master,Life Sciences,1,3,1,Sales,Travel_Rarely,Sales Representative,1,No,2572,72,384,20317,16,1,Very High,Low,Good,Good,High,3,3,0,2,2,
806,No,30,Male,Married,1,Bachelor,Life Sciences,3,7,2,Research & Development,Travel_Rarely,Laboratory Technician,1,No,3833,38,921,24375,21,2,High,Very High,Better,Better,Low,4,2,0,2,2,
807,No,40,Female,Married,2,College,Medical,1,8,2,Research & Development,Travel_Frequently,Healthcare Representative,2,No,4244,38,791,9931,24,1,Medium,High,Better,Best,Very High,4,8,3,7,7,
808,No,34,Female,Married,8,College,Life Sciences,5,6,1,Sales,Travel_Rarely,Sales Executive,2,No,6500,93,1111,13305,17,1,Low,High,Better,Good,High,3,3,1,2,2,
809,No,42,Male,Divorced,8,Bachelor,Life Sciences,1,24,4,Research & Development,Travel_Frequently,Manager,5,No,18430,66,570,16225,13,1,Very High,Medium,Good,Good,High,3,24,14,7,9,
811,Yes,23,Male,Married,6,Bachelor,Life Sciences,1,1,2,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,1601,63,1243,3445,21,2,Low,High,Better,Better,Very High,4,0,0,0,0,
812,No,24,Male,Divorced,9,Bachelor,Life Sciences,1,1,4,Research & Development,Non-Travel,Laboratory Technician,1,No,2694,60,1092,26551,11,3,Medium,High,Better,Better,Medium,3,1,0,0,0,
813,No,52,Female,Married,11,Master,Life Sciences,8,9,3,Research & Development,Travel_Rarely,Laboratory Technician,2,No,3149,82,1325,21821,20,1,High,Very High,Better,Good,High,4,5,1,2,4,
815,No,50,Male,Married,2,Bachelor,Medical,5,30,3,Research & Development,Travel_Rarely,Research Director,4,No,17639,64,691,6881,16,0,High,High,Better,Best,High,3,4,0,3,3,
816,Yes,29,Female,Married,1,College,Life Sciences,1,1,1,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,2319,36,805,6689,11,1,Low,Medium,Better,Best,Medium,3,1,0,0,0,
817,No,33,Male,Married,7,Bachelor,Medical,0,14,3,Research & Development,Travel_Rarely,Research Director,3,No,11691,49,213,25995,11,0,High,High,Best,Best,High,3,13,3,9,7,
819,Yes,33,Female,Single,16,Bachelor,Marketing,5,6,3,Sales,Travel_Rarely,Sales Executive,2,No,5324,69,118,26507,15,0,Low,Low,Better,Better,High,3,3,0,2,2,
820,No,47,Female,Married,2,College,Other,1,26,3,Research & Development,Travel_Rarely,Manager,4,Yes,16752,33,202,12982,11,1,Very High,High,Good,Better,High,3,26,3,14,0,
823,No,36,Female,Married,1,Bachelor,Other,0,10,2,Research & Development,Travel_Rarely,Manufacturing Director,2,No,5228,35,676,23361,15,1,Medium,High,Better,Bad,High,3,9,0,7,5,
824,No,29,Male,Married,23,College,Life Sciences,1,10,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2700,81,1252,23779,24,1,High,High,Better,Better,Very High,4,10,0,7,7,
825,Yes,58,Male,Single,2,Master,Life Sciences,7,40,2,Research & Development,Travel_Rarely,Research Director,5,Yes,19246,31,286,25761,12,0,Medium,Very High,Better,Best,High,3,31,13,15,8,
826,No,35,Female,Single,1,Master,Life Sciences,3,7,0,Research & Development,Travel_Rarely,Research Scientist,1,No,2506,40,1258,13301,13,0,High,Very High,Better,Better,Very High,3,2,2,2,2,
827,No,42,Female,Married,1,College,Life Sciences,9,8,4,Research & Development,Travel_Rarely,Manufacturing Director,2,Yes,6062,43,932,4051,13,1,Very High,Very High,Better,Best,Medium,3,4,0,3,2,
828,Yes,28,Male,Single,2,Master,Medical,6,5,3,Research & Development,Travel_Rarely,Research Scientist,1,No,4382,46,890,16374,17,0,High,High,Good,Best,High,3,2,2,2,1,
829,No,36,Male,Married,13,Bachelor,Human Resources,4,8,2,Human Resources,Travel_Rarely,Human Resources,1,No,2143,36,1041,25527,13,1,Medium,High,Better,Good,High,3,5,0,2,4,
830,No,32,Female,Married,4,Bachelor,Life Sciences,1,14,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,6162,98,859,19124,12,1,High,High,Better,Better,Medium,3,14,6,13,8,
832,No,40,Male,Single,16,Master,Medical,6,10,6,Research & Development,Travel_Frequently,Laboratory Technician,2,No,5094,51,720,11983,14,0,High,Low,Better,Best,Medium,3,1,0,0,0,
833,No,30,Female,Single,2,Bachelor,Medical,5,12,4,Research & Development,Travel_Rarely,Manufacturing Director,2,Yes,6877,52,946,20234,24,0,Very High,High,Good,Good,Medium,4,0,0,0,0,
834,No,45,Female,Single,2,Bachelor,Life Sciences,1,1,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2274,95,252,6153,14,0,High,Medium,Better,Best,Medium,3,1,0,0,0,
836,No,42,Male,Married,29,Bachelor,Life Sciences,1,10,3,Research & Development,Travel_Rarely,Manufacturing Director,2,No,4434,98,933,11806,13,1,Medium,Medium,Good,Best,High,3,9,7,8,8,
837,No,38,Male,Divorced,12,Bachelor,Life Sciences,2,13,3,Research & Development,Travel_Frequently,Healthcare Representative,2,No,6288,45,471,4284,15,1,Low,Low,Good,Better,Medium,3,4,1,3,2,
838,No,34,Female,Single,16,Master,Life Sciences,1,6,3,Research & Development,Travel_Frequently,Research Scientist,1,No,2553,100,702,8306,16,0,Very High,High,Better,Better,Medium,3,5,1,2,3,
840,Yes,49,Female,Married,11,Bachelor,Marketing,1,9,3,Sales,Travel_Rarely,Sales Executive,3,No,7654,43,1184,5860,18,2,Very High,High,Best,Bad,High,3,9,7,8,7,
842,Yes,55,Male,Single,2,Below College,Medical,4,12,3,Sales,Travel_Rarely,Sales Executive,2,No,5160,37,436,21519,16,0,Very High,High,Good,Better,High,3,9,7,7,3,
843,No,43,Male,Married,14,College,Life Sciences,6,22,3,Research & Development,Travel_Rarely,Research Director,4,No,17159,94,589,5200,24,1,Low,Medium,Better,Better,High,4,4,1,1,0,
844,No,27,Male,Divorced,5,Below College,Technical Degree,1,9,3,Research & Development,Travel_Rarely,Research Director,3,Yes,12808,42,269,8842,16,1,Very High,High,Better,Good,Medium,3,9,0,8,8,
845,No,35,Male,Single,7,Bachelor,Other,3,17,3,Research & Development,Travel_Rarely,Manufacturing Director,3,No,10221,59,950,18869,21,0,High,High,Best,Good,High,4,8,1,5,6,
846,No,28,Female,Married,2,Master,Marketing,1,8,2,Sales,Travel_Rarely,Sales Executive,2,Yes,4779,81,760,3698,20,0,Medium,Medium,Better,Bad,High,4,8,7,7,5,
847,No,34,Male,Married,3,College,Human Resources,0,4,1,Human Resources,Travel_Rarely,Human Resources,1,No,3737,88,829,2243,19,1,Very High,High,Bad,Better,High,3,3,0,2,2,
848,Yes,26,Female,Married,5,College,Medical,1,8,2,Research & Development,Travel_Frequently,Research Scientist,1,Yes,2366,88,887,20898,14,1,High,High,Better,Bad,Medium,3,8,1,7,7,
850,No,27,Male,Married,3,Bachelor,Medical,1,0,6,Research & Development,Non-Travel,Research Scientist,1,No,1706,50,443,16571,11,3,Very High,Very High,Good,Better,High,3,0,0,0,0,
851,No,51,Female,Married,26,Master,Marketing,2,29,2,Sales,Travel_Rarely,Manager,4,No,16307,66,1318,5594,14,1,High,Low,Good,Better,High,3,20,4,6,17,
852,No,44,Male,Single,4,Bachelor,Medical,9,10,2,Research & Development,Travel_Rarely,Healthcare Representative,2,No,5933,50,625,5197,12,0,Medium,Very High,Good,Best,High,3,5,2,2,3,
854,No,25,Male,Single,2,Below College,Medical,7,6,3,Research & Development,Travel_Rarely,Research Scientist,1,No,3424,65,180,21632,13,0,Low,Low,Good,Better,Very High,3,4,0,3,1,
855,No,33,Male,Divorced,1,Bachelor,Medical,1,9,5,Sales,Travel_Rarely,Sales Executive,2,No,4037,48,586,21816,22,1,Low,Low,Better,Bad,Very High,4,9,0,8,8,
856,No,35,Female,Single,27,Below College,Medical,1,6,3,Research & Development,Travel_Rarely,Research Scientist,1,No,2559,53,1343,17852,11,0,Low,High,Good,Best,Medium,3,6,1,5,1,
857,No,36,Male,Married,1,College,Life Sciences,1,18,1,Sales,Travel_Rarely,Sales Executive,2,Yes,6201,56,928,2823,14,1,Very High,Medium,Good,Best,High,3,18,4,14,11,
859,No,32,Male,Divorced,13,Master,Life Sciences,2,8,3,Sales,Travel_Rarely,Sales Executive,2,No,4403,73,117,9250,11,1,Very High,Medium,Good,Better,High,3,5,0,2,3,
861,No,30,Male,Divorced,5,Master,Life Sciences,9,10,3,Research & Development,Travel_Frequently,Research Scientist,1,No,3761,75,1012,2373,12,1,Very High,Medium,Good,Good,Medium,3,5,0,4,3,
862,No,53,Female,Married,7,College,Marketing,7,35,3,Sales,Travel_Rarely,Sales Executive,3,Yes,10934,78,661,20715,18,1,Very High,Low,Better,Best,Medium,3,5,0,2,4,
864,No,45,Male,Divorced,9,Bachelor,Marketing,4,18,2,Sales,Travel_Rarely,Sales Executive,3,Yes,10761,74,930,19239,12,1,Low,Very High,Better,Better,High,3,5,0,4,2,
865,No,32,Female,Married,8,College,Medical,5,9,3,Research & Development,Travel_Rarely,Research Scientist,2,No,5175,91,638,22162,12,1,High,High,Good,Better,Very High,3,5,1,3,3,
867,No,52,Female,Married,25,Master,Medical,3,31,3,Research & Development,Travel_Frequently,Manufacturing Director,4,No,13826,81,890,19028,22,0,Very High,High,Better,Better,Medium,4,9,0,8,0,
868,No,37,Male,Divorced,16,Master,Marketing,4,9,2,Sales,Travel_Rarely,Sales Executive,2,No,6334,66,342,24558,19,2,High,Very High,Better,Best,Medium,3,1,0,0,0,
869,No,28,Male,Divorced,8,College,Medical,1,6,6,Human Resources,Travel_Rarely,Human Resources,1,No,4936,63,1169,23965,13,1,Very High,Medium,Better,Best,Medium,3,5,0,1,4,
872,No,22,Male,Married,1,College,Life Sciences,6,4,2,Research & Development,Travel_Rarely,Manufacturing Director,2,No,4775,33,1230,19146,22,2,Very High,Very High,Bad,Bad,Medium,4,2,2,2,2,
874,No,44,Male,Married,8,Master,Life Sciences,2,10,2,Research & Development,Travel_Rarely,Laboratory Technician,1,Yes,2818,62,986,5044,24,1,Very High,Low,Good,Better,Very High,4,3,0,2,2,
875,No,42,Male,Single,2,Below College,Medical,5,8,2,Research & Development,Travel_Frequently,Research Scientist,1,Yes,2515,35,1271,9068,14,0,Very High,Medium,Better,Best,High,3,2,2,1,2,
878,No,36,Male,Married,8,Bachelor,Life Sciences,0,6,3,Human Resources,Travel_Rarely,Human Resources,1,No,2342,77,1278,8635,21,0,Low,Low,Better,Better,Medium,4,5,0,4,3,
879,No,25,Male,Married,3,Below College,Other,1,5,3,Sales,Travel_Rarely,Sales Executive,2,Yes,4194,98,141,14363,18,0,Low,High,Better,Best,High,3,5,0,3,3,
880,No,35,Female,Married,9,Bachelor,Life Sciences,1,17,2,Research & Development,Travel_Rarely,Manufacturing Director,3,Yes,10685,66,607,23457,20,1,High,Very High,Better,Good,Medium,4,17,5,14,15,
881,Yes,35,Female,Divorced,25,Master,Life Sciences,1,10,3,Research & Development,Travel_Frequently,Research Scientist,1,Yes,2022,96,130,16612,19,1,Medium,Very High,Good,Bad,High,3,10,7,2,8,
882,No,32,Male,Divorced,1,Bachelor,Life Sciences,0,4,2,Research & Development,Non-Travel,Laboratory Technician,1,No,2314,61,300,9148,12,1,Very High,Very High,Better,Good,High,3,3,0,0,2,
885,No,25,Male,Married,4,Below College,Marketing,1,5,1,Sales,Travel_Rarely,Sales Executive,2,No,4256,87,583,18154,12,0,Low,High,Best,Bad,Medium,3,5,0,2,3,
887,No,49,Female,Married,1,Bachelor,Technical Degree,2,7,2,Research & Development,Travel_Rarely,Research Scientist,1,No,3580,36,1418,10554,16,1,Low,High,Better,Good,High,3,4,0,2,2,
888,No,24,Male,Married,4,Below College,Life Sciences,0,6,2,Research & Development,Non-Travel,Laboratory Technician,1,No,3162,46,1269,10778,17,0,Very High,Low,Good,Best,Medium,3,5,3,2,4,
889,No,32,Male,Married,5,College,Life Sciences,1,10,3,Sales,Travel_Frequently,Sales Executive,2,No,6524,48,379,8891,14,1,Medium,Medium,Better,Best,High,3,10,5,8,3,
893,No,38,Male,Married,9,Bachelor,Marketing,0,3,3,Sales,Travel_Rarely,Sales Representative,1,No,2899,98,395,12102,19,1,Medium,Medium,Better,Best,Medium,3,2,1,2,2,
894,No,42,Female,Married,3,Bachelor,Life Sciences,2,17,1,Research & Development,Travel_Rarely,Laboratory Technician,2,Yes,5231,95,1265,23726,13,1,Very High,High,Good,Good,Very High,3,5,1,3,3,
895,No,31,Male,Married,11,Master,Life Sciences,3,8,2,Research & Development,Travel_Rarely,Research Scientist,1,Yes,2356,48,1222,14871,19,1,Very High,Very High,Better,Good,High,3,6,0,4,2,
896,Yes,29,Female,Divorced,1,Bachelor,Medical,6,5,3,Sales,Travel_Rarely,Sales Representative,1,Yes,2800,48,341,23522,19,3,High,Medium,Better,Better,Medium,3,3,0,2,2,
897,No,53,Male,Married,8,Bachelor,Marketing,5,28,3,Sales,Travel_Rarely,Sales Executive,4,No,11836,73,868,22789,14,1,Very High,Low,Better,Better,High,3,2,2,0,2,
899,No,35,Male,Married,25,Bachelor,Technical Degree,3,16,2,Research & Development,Travel_Rarely,Manufacturing Director,3,No,10903,78,672,9129,16,0,Medium,Very High,Better,Bad,Medium,3,13,4,10,8,
900,No,37,Female,Married,21,College,Medical,5,10,3,Sales,Travel_Frequently,Sales Representative,1,No,2973,54,1231,21222,15,1,Very High,High,Better,Good,High,3,5,0,4,0,
901,No,53,Female,Single,23,Master,Life Sciences,6,33,0,Research & Development,Travel_Rarely,Research Director,4,No,14275,72,102,20206,18,0,Very High,Very High,Better,Better,High,3,12,3,9,8,
